,Price
2020-12-10,5200000.0
2020-12-11,4000000.0
2020-12-12,7900000.0
2020-12-13,7600000.0
2020-12-14,4000000.0
2020-12-15,3500000.0
2020-12-16,2200000.0
2020-12-17,6200000.0
2020-12-18,6900000.0
2020-12-19,3400000.0
2020-12-20,2500000.0
2020-12-21,8200000.0
2020-12-22,1400000.0
2020-12-23,8000000.0
2020-12-24,4500000.0
2020-12-25,5800000.0
2020-12-26,3000000.0
2020-12-27,6900000.0
2020-12-28,7900000.0
2020-12-29,6000000.0
2020-12-30,6700000.0
2020-12-31,1300000.0
2021-01-01,6500000.0
2021-01-02,3690000.0
2021-01-03,4600000.0
2021-01-04,4875000.0
2021-01-05,4900000.0
2021-01-06,8800000.0
2021-01-07,9000000.0
2021-01-08,2000000.0
2021-01-09,5100000.0
2021-01-10,8900000.0
2021-01-11,2300000.0
2021-01-12,3200000.0
2021-01-13,5200000.0
2021-01-14,7900000.0
2021-01-15,3500000.0
2021-01-16,1360000.0
2021-01-17,5200000.0
2021-01-18,2200000.0
2021-01-19,9500000.0
2021-01-20,7500000.0
2021-01-21,1350000.0
2021-01-22,1750000.0
2021-01-23,5000000.0
2021-01-24,3750000.0
2021-01-25,1720000.0
2021-01-26,1980000.0
2021-01-27,6900000.0
2021-01-28,4400000.0
2021-01-29,6300000.0
2021-01-30,5300000.0
2021-01-31,7000000.0
2021-02-01,6500000.0
2021-02-02,5200000.0
2021-02-03,3600000.0
2021-02-04,2800000.0
2021-02-05,7700000.0
2021-02-06,1550000.0
2021-02-07,8500000.0
2021-02-08,9800000.0
2021-02-09,6600000.0
2021-02-10,4490000.0
2021-02-11,6000000.0
2021-02-12,7000000.0
2021-02-13,5800000.0
2021-02-14,5200000.0
2021-02-15,7500000.0
2021-02-16,4500000.0
2021-02-17,4900000.0
2021-02-18,7500000.0
2021-02-19,6500000.0
2021-02-20,5200000.0
2021-02-21,5900000.0
2021-02-22,4200000.0
2021-02-23,5800000.0
2021-02-24,5800000.0
2021-02-25,4300000.0
2021-02-26,1200000.0
2021-02-27,7400000.0
2021-02-28,9000000.0
2021-03-01,5500000.0
2021-03-02,2600000.0
2021-03-03,7700000.0
2021-03-04,1380000.0
2021-03-05,8000000.0
2021-03-06,2600000.0
2021-03-07,5500000.0
2021-03-08,5500000.0
2021-03-09,1190000.0
2021-03-10,3500000.0
2021-03-11,6000000.0
2021-03-12,3000000.0
2021-03-13,9500000.0
2021-03-14,1950000.0
2021-03-15,1600000.0
2021-03-16,6500000.0
2021-03-17,3200000.0
2021-03-18,8300000.0
2021-03-19,3849000.0
2021-03-20,8000000.0
2021-03-21,2700000.0
2021-03-22,7200000.0
2021-03-23,6250000.0
2021-03-24,4200000.0
2021-03-25,8900000.0
2021-03-26,1200000.0
2021-03-27,6500000.0
2021-03-28,6500000.0
2021-03-29,7000000.0
2021-03-30,9000000.0
2021-03-31,4500000.0
2021-04-01,7500000.0
2021-04-02,1050000.0
2021-04-03,4800000.0
2021-04-04,2850000.0
2021-04-05,7500000.0
2021-04-06,3300000.0
2021-04-07,2800000.0
2021-04-08,1210000.0
2021-04-09,3700000.0
2021-04-10,5500000.0
2021-04-11,3900000.0
2021-04-12,7600000.0
2021-04-13,8700000.0
2021-04-14,5000000.0
2021-04-15,4900000.0
2021-04-16,3700000.0
2021-04-17,5312000.0
2021-04-18,3600000.0
2021-04-19,1250000.0
2021-04-20,6500000.0
2021-04-21,2750000.0
2021-04-22,1240000.0
2021-04-23,400000.0
2021-04-24,4200000.0
2021-04-25,6000000.0
2021-04-26,1460000.0
2021-04-27,2100000.0
2021-04-28,4100000.0
2021-04-29,5200000.0
2021-04-30,3776000.0
2021-05-01,2550000.0
2021-05-02,9500000.0
2021-05-03,3000000.0
2021-05-04,4500000.0
2021-05-05,2900000.0
2021-05-06,8000000.0
2021-05-07,3900000.0
2021-05-08,5000000.0
2021-05-09,1100000.0
2021-05-10,3600000.0
2021-05-11,6500000.0
2021-05-12,9500000.0
2021-05-13,5000000.0
2021-05-14,6900000.0
2021-05-15,5200000.0
2021-05-16,3200000.0
2021-05-17,2800000.0
2021-05-18,9000000.0
2021-05-19,5800000.0
2021-05-20,2500000.0
2021-05-21,5500000.0
2021-05-22,5600000.0
2021-05-23,5900000.0
2021-05-24,2800000.0
2021-05-25,9900000.0
2021-05-26,4500000.0
2021-05-27,1280000.0
2021-05-28,5800000.0
2021-05-29,6600000.0
2021-05-30,9600000.0
2021-05-31,7800000.0
2021-06-01,3700000.0
2021-06-02,5400000.0
2021-06-03,4000000.0
2021-06-04,8000000.0
2021-06-05,9600000.0
2021-06-06,3700000.0
2021-06-07,3700000.0
2021-06-08,7700000.0
2021-06-09,3000000.0
2021-06-10,8000000.0
2021-06-11,2150000.0
2021-06-12,1400000.0
2021-06-13,8800000.0
2021-06-14,7000000.0
2021-06-15,6200000.0
2021-06-16,8200000.0
2021-06-17,1000000.0
2021-06-18,1250000.0
2021-06-19,5000000.0
2021-06-20,1600000.0
2021-06-21,6400000.0
2021-06-22,5500000.0
2021-06-23,6000000.0
2021-06-24,4000000.0
2021-06-25,5200000.0
2021-06-26,9500000.0
2021-06-27,7200000.0
2021-06-28,5640000.0
2021-06-29,5200000.0
2021-06-30,7200000.0
2021-07-01,6500000.0
2021-07-02,6000000.0
2021-07-03,5500000.0
2021-07-04,7500000.0
2021-07-05,3200000.0
2021-07-06,9000000.0
2021-07-07,1370000.0
2021-07-08,6800000.0
2021-07-09,6000000.0
2021-07-10,1500000.0
2021-07-11,4500000.0
2021-07-12,6500000.0
2021-07-13,6200000.0
2021-07-14,5500000.0
2021-07-15,5300000.0
2021-07-16,1250000.0
2021-07-17,9500000.0
2021-07-18,6500000.0
2021-07-19,1000000.0
2021-07-20,7400000.0
2021-07-21,1550000.0
2021-07-22,4490000.0
2021-07-23,3500000.0
2021-07-24,7500000.0
2021-07-25,3900000.0
2021-07-26,7200000.0
2021-07-27,8000000.0
2021-07-28,3400000.0
2021-07-29,3500000.0
2021-07-30,8600000.0
2021-07-31,2750000.0
2021-08-01,3400000.0
2021-08-02,1910000.0
2021-08-03,4250000.0
2021-08-04,6500000.0
2021-08-05,1800000.0
2021-08-06,5200000.0
2021-08-07,4700000.0
2021-08-08,6500000.0
2021-08-09,7500000.0
2021-08-10,3897999.9999999995
2021-08-11,3800000.0
2021-08-12,3600000.0
2021-08-13,8500000.0
2021-08-14,3700000.0
2021-08-15,1650000.0
2021-08-16,1400000.0
2021-08-17,3500000.0
2021-08-18,1300000.0
2021-08-19,6000000.0
2021-08-20,5500000.0
2021-08-21,9800000.0
2021-08-22,4000000.0
2021-08-23,3500000.0
2021-08-24,3500000.0
2021-08-25,1300000.0
2021-08-26,7400000.0
2021-08-27,8200000.0
2021-08-28,1800000.0
2021-08-29,6500000.0
2021-08-30,5800000.0
2021-08-31,3800000.0
2021-09-01,8000000.0
2021-09-02,3600000.0
2021-09-03,1600000.0
2021-09-04,3000000.0
2021-09-05,1050000.0
2021-09-06,8450000.0
2021-09-07,6200000.0
2021-09-08,1600000.0
2021-09-09,7500000.0
2021-09-10,1400000.0
2021-09-11,1500000.0
2021-09-12,7200000.0
2021-09-13,5500000.0
2021-09-14,6800000.0
2021-09-15,4000000.0
2021-09-16,6400000.0
2021-09-17,4900000.0
2021-09-18,4200000.0
2021-09-19,4500000.0
2021-09-20,5400000.0
2021-09-21,6200000.0
2021-09-22,6800000.0
2021-09-23,6500000.0
2021-09-24,2500000.0
2021-09-25,2049999.9999999998
2021-09-26,5600000.0
2021-09-27,6200000.0
2021-09-28,1650000.0
2021-09-29,3250000.0
2021-09-30,2100000.0
2021-10-01,2500000.0
2021-10-02,3600000.0
2021-10-03,3200000.0
2021-10-04,7400000.0
2021-10-05,5200000.0
2021-10-06,8700000.0
2021-10-07,7500000.0
2021-10-08,1800000.0
2021-10-09,5500000.0
2021-10-10,3000000.0
2021-10-11,1250000.0
2021-10-12,4600000.0
2021-10-13,7600000.0
2021-10-14,2000000.0
2021-10-15,7100000.0
2021-10-16,9800000.0
2021-10-17,7900000.0
2021-10-18,1800000.0
2021-10-19,1300000.0
2021-10-20,3700000.0
2021-10-21,4700000.0
2021-10-22,6500000.0
2021-10-23,5500000.0
2021-10-24,3300000.0
2021-10-25,1450000.0
2021-10-26,5200000.0
2021-10-27,2300000.0
2021-10-28,9000000.0
2021-10-29,4600000.0
2021-10-30,6800000.0
2021-10-31,3800000.0
2021-11-01,8700000.0
2021-11-02,1030000.0
2021-11-03,1250000.0
2021-11-04,6900000.0
2021-11-05,5600000.0
2021-11-06,3354999.9999999995
2021-11-07,1350000.0
2021-11-08,7000000.0
2021-11-09,1080000.0
2021-11-10,6500000.0
2021-11-11,4900000.0
2021-11-12,3619000.0
2021-11-13,8800000.0
2021-11-14,2100000.0
2021-11-15,4500000.0
2021-11-16,4500000.0
2021-11-17,9400000.0
2021-11-18,6000000.0
2021-11-19,6900000.0
2021-11-20,1300000.0
2021-11-21,6800000.0
2021-11-22,1220000.0
2021-11-23,6800000.0
2021-11-24,4800000.0
2021-11-25,2250000.0
2021-11-26,4300000.0
2021-11-27,6300000.0
2021-11-28,1140000.0
2021-11-29,4200000.0
2021-11-30,7500000.0
2021-12-01,4800000.0
2021-12-02,5500000.0
2021-12-03,4476000.0
2021-12-04,2200000.0
2021-12-05,1000000.0
2021-12-06,6000000.0
2021-12-07,1250000.0
2021-12-08,3959000.0000000005
2021-12-09,9900000.0
2021-12-10,1100000.0
2021-12-11,1980000.0
2021-12-12,8000000.0
2021-12-13,2278000.0
2021-12-14,2000000.0
2021-12-15,7000000.0
2021-12-16,4800000.0
2021-12-17,1850000.0
2021-12-18,9500000.0
2021-12-19,8000000.0
2021-12-20,9000000.0
2021-12-21,1730000.0
2021-12-22,4500000.0
2021-12-23,1720000.0
2021-12-24,1500000.0
2021-12-25,7500000.0
2021-12-26,8000000.0
2021-12-27,6200000.0
2021-12-28,6000000.0
2021-12-29,3500000.0
2021-12-30,7500000.0
2021-12-31,4600000.0
2022-01-01,4900000.0
2022-01-02,6700000.0
2022-01-03,3600000.0
2022-01-04,9500000.0
2022-01-05,5837000.0
2022-01-06,3000000.0
2022-01-07,3900000.0
2022-01-08,2800000.0
2022-01-09,9500000.0
2022-01-10,6200000.0
2022-01-11,3200000.0
2022-01-12,9200000.0
2022-01-13,1500000.0
2022-01-14,6500000.0
2022-01-15,6000000.0
2022-01-16,8700000.0
2022-01-17,4086999.9999999995
2022-01-18,8100000.0
2022-01-19,5600000.0
2022-01-20,2700000.0
2022-01-21,7500000.0
2022-01-22,1150000.0
2022-01-23,5700000.0
2022-01-24,6200000.0
2022-01-25,4500000.0
2022-01-26,5800000.0
2022-01-27,3700000.0
2022-01-28,4000000.0
2022-01-29,1100000.0
2022-01-30,9500000.0
2022-01-31,5100000.0
2022-02-01,2800000.0
2022-02-02,7500000.0
2022-02-03,1300000.0
2022-02-04,6700000.0
2022-02-05,6000000.0
2022-02-06,3200000.0
2022-02-07,3500000.0
2022-02-08,7700000.0
2022-02-09,1090000.0
2022-02-10,1250000.0
2022-02-11,5200000.0
2022-02-12,1100000.0
2022-02-13,2628000.0
2022-02-14,1720000.0
2022-02-15,9200000.0
2022-02-16,6998999.999999999
2022-02-17,7400000.0
2022-02-18,6500000.0
2022-02-19,6400000.0
2022-02-20,1050000.0
2022-02-21,1300000.0
2022-02-22,7700000.0
2022-02-23,6500000.0
2022-02-24,1410000.0
2022-02-25,4000000.0
2022-02-26,1390000.0
2022-02-27,7700000.0
2022-02-28,1700000.0
2022-03-01,9200000.0
2022-03-02,6000000.0
2022-03-03,4500000.0
2022-03-04,3500000.0
2022-03-05,4550000.0
2022-03-06,6800000.0
2022-03-07,3250000.0
2022-03-08,3700000.0
2022-03-09,6800000.0
2022-03-10,1150000.0
2022-03-11,5800000.0
2022-03-12,6400000.0
2022-03-13,1120000.0
2022-03-14,3600000.0
2022-03-15,4500000.0
2022-03-16,8200000.0
2022-03-17,1140000.0
2022-03-18,7700000.0
2022-03-19,1350000.0
2022-03-20,3000000.0
2022-03-21,7500000.0
2022-03-22,5800000.0
2022-03-23,7900000.0
2022-03-24,8000000.0
2022-03-25,3690000.0
2022-03-26,8200000.0
2022-03-27,5600000.0
2022-03-28,1400000.0
2022-03-29,4800000.0
2022-03-30,3990000.0
2022-03-31,9000000.0
2022-04-01,6000000.0
2022-04-02,4200000.0
2022-04-03,4000000.0
2022-04-04,5600000.0
2022-04-05,3500000.0
2022-04-06,9000000.0
2022-04-07,9200000.0
2022-04-08,3700000.0
2022-04-09,6200000.0
2022-04-10,8500000.0
2022-04-11,6000000.0
2022-04-12,5600000.0
2022-04-13,3200000.0
2022-04-14,6100000.0
2022-04-15,2475000.0
2022-04-16,2590000.0
2022-04-17,2000000.0
2022-04-18,200000.0
2022-04-19,9300000.0
2022-04-20,7000000.0
2022-04-21,8700000.0
2022-04-22,5300000.0
2022-04-23,9500000.0
2022-04-24,8500000.0
2022-04-25,7000000.0
2022-04-26,5100000.0
2022-04-27,1320000.0
2022-04-28,8000000.0
2022-04-29,5000000.0
2022-04-30,4200000.0
2022-05-01,3500000.0
2022-05-02,4500000.0
2022-05-03,1490000.0
2022-05-04,4650000.0
2022-05-05,1120000.0
2022-05-06,1400000.0
2022-05-07,5000000.0
2022-05-08,7000000.0
2022-05-09,6340000.0
2022-05-10,4000000.0
2022-05-11,2000000.0
2022-05-12,4900000.0
2022-05-13,5600000.0
2022-05-14,5100000.0
2022-05-15,5600000.0
2022-05-16,3800000.0
2022-05-17,7659999.999999999
2022-05-18,3700000.0
2022-05-19,1850000.0
2022-05-20,7500000.0
2022-05-21,1250000.0
2022-05-22,7700000.0
2022-05-23,9500000.0
2022-05-24,1430000.0
2022-05-25,5000000.0
2022-05-26,10300000.0
2022-05-27,1300000.0
2022-05-28,9000000.0
2022-05-29,7500000.0
2022-05-30,4400000.0
2022-05-31,1100000.0
2022-06-01,9500000.0
2022-06-02,2650000.0
2022-06-03,7700000.0
2022-06-04,2500000.0
2022-06-05,4500000.0
2022-06-06,7500000.0
2022-06-07,6500000.0
2022-06-08,2110000.0
2022-06-09,7200000.0
2022-06-10,6000000.0
2022-06-11,7800000.0
2022-06-12,3900000.0
2022-06-13,5800000.0
2022-06-14,2000000.0
2022-06-15,1100000.0
2022-06-16,7000000.0
2022-06-17,1800000.0
2022-06-18,5400000.0
2022-06-19,1140000.0
2022-06-20,3500000.0
2022-06-21,1400000.0
2022-06-22,5000000.0
2022-06-23,7000000.0
2022-06-24,4900000.0
2022-06-25,4500000.0
2022-06-26,3500000.0
2022-06-27,1950000.0
2022-06-28,1850000.0
2022-06-29,8000000.0
2022-06-30,2400000.0
2022-07-01,9000000.0
2022-07-02,6500000.0
2022-07-03,1500000.0
2022-07-04,2200000.0
2022-07-05,3700000.0
2022-07-06,6000000.0
2022-07-07,5900000.0
2022-07-08,2700000.0
2022-07-09,1100000.0
2022-07-10,8900000.0
2022-07-11,8000000.0
2022-07-12,8300000.0
2022-07-13,2200000.0
2022-07-14,1470000.0
2022-07-15,1100000.0
2022-07-16,1500000.0
2022-07-17,3500000.0
2022-07-18,3000000.0
2022-07-19,6400000.0
2022-07-20,8000000.0
2022-07-21,8600000.0
2022-07-22,8450000.0
2022-07-23,8758000.0
2022-07-24,8500000.0
2022-07-25,3950000.0
2022-07-26,4500000.0
2022-07-27,7500000.0
2022-07-28,3400000.0
2022-07-29,1700000.0
2022-07-30,7700000.0
2022-07-31,7000000.0
2022-08-01,5500000.0
2022-08-02,1750000.0
2022-08-03,3250000.0
2022-08-04,3854999.9999999995
2022-08-05,6000000.0
2022-08-06,4300000.0
2022-08-07,7500000.0
2022-08-08,2500000.0
2022-08-09,9300000.0
2022-08-10,4200000.0
2022-08-11,8700000.0
2022-08-12,4700000.0
2022-08-13,1150000.0
2022-08-14,6000000.0
2022-08-15,1140000.0
2022-08-16,6900000.0
2022-08-17,2400000.0
2022-08-18,5600000.0
2022-08-19,4200000.0
2022-08-20,8500000.0
2022-08-21,5500000.0
2022-08-22,7500000.0
2022-08-23,7500000.0
2022-08-24,7950000.0
2022-08-25,9500000.0
2022-08-26,5600000.0
2022-08-27,1150000.0
2022-08-28,900000.0
2022-08-29,3900000.0
2022-08-30,5500000.0
2022-08-31,8500000.0
2022-09-01,1250000.0
2022-09-02,4500000.0
2022-09-03,3500000.0
2022-09-04,1100000.0
2022-09-05,5500000.0
2022-09-06,6300000.0
2022-09-07,8150000.0
2022-09-08,2650000.0
2022-09-09,8000000.0
2022-09-10,1250000.0
2022-09-11,5500000.0
2022-09-12,8300000.0
2022-09-13,8800000.0
2022-09-14,6900000.0
2022-09-15,8900000.0
2022-09-16,8750000.0
2022-09-17,4000000.0
2022-09-18,2500000.0
2022-09-19,5100000.0
2022-09-20,4300000.0
2022-09-21,4900000.0
2022-09-22,6800000.0
2022-09-23,3300000.0
2022-09-24,7500000.0
2022-09-25,1000000.0
2022-09-26,2710000.0
2022-09-27,1180000.0
2022-09-28,7500000.0
2022-09-29,3500000.0
2022-09-30,1200000.0
2022-10-01,9500000.0
2022-10-02,6200000.0
2022-10-03,4500000.0
2022-10-04,7000000.0
2022-10-05,6000000.0
2022-10-06,1720000.0
2022-10-07,9000000.0
2022-10-08,4300000.0
2022-10-09,9900000.0
2022-10-10,4800000.0
2022-10-11,7000000.0
2022-10-12,5500000.0
2022-10-13,8900000.0
2022-10-14,1000000.0
2022-10-15,2710000.0
2022-10-16,3500000.0
2022-10-17,1250000.0
2022-10-18,6150000.0
2022-10-19,7200000.0
2022-10-20,7000000.0
2022-10-21,2800000.0
2022-10-22,4250000.0
2022-10-23,5500000.0
2022-10-24,7000000.0
2022-10-25,2400000.0
2022-10-26,3800000.0
2022-10-27,8500000.0
2022-10-28,3500000.0
2022-10-29,8500000.0
2022-10-30,3200000.0
2022-10-31,9000000.0
2022-11-01,1000000.0
2022-11-02,1300000.0
2022-11-03,1170000.0
2022-11-04,6500000.0
2022-11-05,7000000.0
2022-11-06,1360000.0
2022-11-07,1150000.0
2022-11-08,2200000.0
2022-11-09,4300000.0
2022-11-10,3200000.0
2022-11-11,5000000.0
2022-11-12,1900000.0
2022-11-13,8500000.0
2022-11-14,8000000.0
2022-11-15,1200000.0
2022-11-16,1250000.0
2022-11-17,5200000.0
2022-11-18,8000000.0
2022-11-19,2000000.0
2022-11-20,5500000.0
2022-11-21,7500000.0
2022-11-22,5000000.0
2022-11-23,3000000.0
2022-11-24,6300000.0
2022-11-25,5900000.0
2022-11-26,1050000.0
2022-11-27,1850000.0
2022-11-28,4800000.0
2022-11-29,8800000.0
2022-11-30,7350000.0
2022-12-01,4600000.0
2022-12-02,1550000.0
2022-12-03,1200000.0
2022-12-04,5500000.0
2022-12-05,2080000.0
2022-12-06,4400000.0
2022-12-07,1800000.0
2022-12-08,7800000.0
2022-12-09,3500000.0
2022-12-10,3900000.0
2022-12-11,4300000.0
2022-12-12,5000000.0
2022-12-13,7700000.0
2022-12-14,1000000.0
2022-12-15,4500000.0
2022-12-16,6500000.0
2022-12-17,2800000.0
2022-12-18,8800000.0
2022-12-19,1950000.0
2022-12-20,1750000.0
2022-12-21,5600000.0
2022-12-22,7500000.0
2022-12-23,4796000.0
2022-12-24,2200000.0
2022-12-25,1200000.0
2022-12-26,5000000.0
2022-12-27,5800000.0
2022-12-28,1030000.0
2022-12-29,1000000.0
2022-12-30,5600000.0
2022-12-31,6300000.0
2023-01-01,9300000.0
2023-01-02,6900000.0
2023-01-03,5100000.0
2023-01-04,1490000.0
2023-01-05,7000000.0
2023-01-06,3600000.0
2023-01-07,5500000.0
2023-01-08,5500000.0
2023-01-09,5700000.0
2023-01-10,3600000.0
2023-01-11,4150000.0000000005
2023-01-12,7700000.0
2023-01-13,7500000.0
2023-01-14,6200000.0
2023-01-15,5500000.0
2023-01-16,5500000.0
2023-01-17,2850000.0
2023-01-18,1100000.0
2023-01-19,9000000.0
2023-01-20,2049999.9999999998
2023-01-21,3000000.0
2023-01-22,5380000.0
2023-01-23,1000000.0
2023-01-24,1700000.0
2023-01-25,1050000.0
2023-01-26,3850000.0
2023-01-27,2400000.0
2023-01-28,1350000.0
2023-01-29,5500000.0
2023-01-30,6500000.0
2023-01-31,6800000.0
2023-02-01,1250000.0
2023-02-02,6400000.0
2023-02-03,4800000.0
2023-02-04,5000000.0
2023-02-05,4000000.0
2023-02-06,2400000.0
2023-02-07,3900000.0
2023-02-08,15000000.0
2023-02-09,4350000.0
2023-02-10,6200000.0
2023-02-11,6200000.0
2023-02-12,7500000.0
2023-02-13,4500000.0
2023-02-14,1850000.0
2023-02-15,6700000.0
2023-02-16,1910000.0
2023-02-17,7000000.0
2023-02-18,3500000.0
2023-02-19,1010000.0
2023-02-20,1150000.0
2023-02-21,6800000.0
2023-02-22,4500000.0
2023-02-23,4300000.0
2023-02-24,6000000.0
2023-02-25,8500000.0
2023-02-26,2500000.0
2023-02-27,4500000.0
2023-02-28,4000000.0
2023-03-01,4000000.0
2023-03-02,8000000.0
2023-03-03,4000000.0
2023-03-04,6900000.0
2023-03-05,4000000.0
2023-03-06,7500000.0
2023-03-07,7600000.0
2023-03-08,1140000.0
2023-03-09,7000000.0
2023-03-10,7500000.0
2023-03-11,6300000.0
2023-03-12,8551000.0
2023-03-13,11000000.0
2023-03-14,7000000.0
2023-03-15,5300000.0
2023-03-16,1110000.0
2023-03-17,1270000.0
2023-03-18,1200000.0
2023-03-19,9500000.0
2023-03-20,5000000.0
2023-03-21,7600000.0
2023-03-22,7150000.0
2023-03-23,1850000.0
2023-03-24,8500000.0
2023-03-25,1500000.0
2023-03-26,2700000.0
2023-03-27,7600000.0
2023-03-28,1700000.0
2023-03-29,6500000.0
2023-03-30,3150000.0
2023-03-31,2850000.0
2023-04-01,9400000.0
2023-04-02,8750000.0
2023-04-03,1800000.0
2023-04-04,1350000.0
2023-04-05,1150000.0
2023-04-06,7990000.000000001
2023-04-07,8000000.0
2023-04-08,2000000.0
2023-04-09,4000000.0
2023-04-10,1140000.0
2023-04-11,5000000.0
2023-04-12,7200000.0
2023-04-13,7200000.0
2023-04-14,5500000.0
2023-04-15,2700000.0
2023-04-16,1818000.0
2023-04-17,8900000.0
2023-04-18,5000000.0
2023-04-19,2700000.0
2023-04-20,6500000.0
2023-04-21,1120000.0
2023-04-22,2250000.0
2023-04-23,2300000.0
2023-04-24,2900000.0
2023-04-25,3500000.0
2023-04-26,4450000.0
2023-04-27,6500000.0
2023-04-28,6000000.0
2023-04-29,9000000.0
2023-04-30,5250000.0
2023-05-01,1470000.0
2023-05-02,7000000.0
2023-05-03,3200000.0
2023-05-04,5500000.0
2023-05-05,5000000.0
2023-05-06,3500000.0
2023-05-07,6540000.0
2023-05-08,4000000.0
2023-05-09,7200000.0
2023-05-10,3500000.0
2023-05-11,7600000.0
2023-05-12,4000000.0
2023-05-13,9800000.0
2023-05-14,5000000.0
2023-05-15,3200000.0
2023-05-16,3900000.0
2023-05-17,5200000.0
2023-05-18,1500000.0
2023-05-19,8800000.0
2023-05-20,6200000.0
2023-05-21,4500000.0
2023-05-22,6000000.0
2023-05-23,4600000.0
2023-05-24,6500000.0
2023-05-25,7500000.0
2023-05-26,4700000.0
2023-05-27,5200000.0
2023-05-28,1100000.0
2023-05-29,1050000.0
2023-05-30,5200000.0
2023-05-31,3400000.0
2023-06-01,6900000.0
2023-06-02,2200000.0
2023-06-03,7500000.0
2023-06-04,6200000.0
2023-06-05,5000000.0
2023-06-06,1200000.0
2023-06-07,7550000.0
2023-06-08,1200000.0
2023-06-09,4260000.0
2023-06-10,7200000.0
2023-06-11,1050000.0
2023-06-12,7500000.0
2023-06-13,5650000.0
2023-06-14,3500000.0
2023-06-15,2000000.0
2023-06-16,3000000.0
2023-06-17,4250000.0
2023-06-18,6900000.0
2023-06-19,1350000.0
2023-06-20,8500000.0
2023-06-21,5000000.0
2023-06-22,1900000.0
2023-06-23,1450000.0
2023-06-24,5800000.0
2023-06-25,1000000.0
2023-06-26,6800000.0
2023-06-27,4500000.0
2023-06-28,4950000.0
2023-06-29,6400000.0
2023-06-30,7500000.0
2023-07-01,5000000.0
2023-07-02,5700000.0
2023-07-03,5000000.0
2023-07-04,8000000.0
2023-07-05,6955000.0
2023-07-06,9600000.0
2023-07-07,3450000.0
2023-07-08,5600000.0
2023-07-09,7200000.0
2023-07-10,5900000.0
2023-07-11,3250000.0
2023-07-12,4900000.0
2023-07-13,6750000.0
2023-07-14,4475000.0
2023-07-15,4490000.0
2023-07-16,8000000.0
2023-07-17,7800000.0
2023-07-18,4500000.0
2023-07-19,5600000.0
2023-07-20,2400000.0
2023-07-21,8200000.0
2023-07-22,5200000.0
2023-07-23,1170000.0
2023-07-24,1300000.0
2023-07-25,3100000.0
2023-07-26,3700000.0
2023-07-27,6500000.0
2023-07-28,6000000.0
2023-07-29,2500000.0
2023-07-30,2009999.9999999998
2023-07-31,1000000.0
2023-08-01,5000000.0
2023-08-02,5400000.0
2023-08-03,6000000.0
2023-08-04,5800000.0
2023-08-05,3000000.0
2023-08-06,5500000.0
2023-08-07,8500000.0
2023-08-08,7000000.0
2023-08-09,5800000.0
2023-08-10,7500000.0
2023-08-11,3720000.0
2023-08-12,9800000.0
2023-08-13,7800000.0
2023-08-14,4800000.0
2023-08-15,3000000.0
2023-08-16,5000000.0
2023-08-17,5700000.0
2023-08-18,2790000.0
2023-08-19,12000000.0
2023-08-20,3500000.0
2023-08-21,1550000.0
2023-08-22,7300000.0
2023-08-23,6500000.0
2023-08-24,2900000.0
2023-08-25,5900000.0
2023-08-26,1200000.0
2023-08-27,1700000.0
2023-08-28,6400000.0
2023-08-29,3100000.0
2023-08-30,2500000.0
2023-08-31,5000000.0
2023-09-01,9000000.0
2023-09-02,1100000.0
2023-09-03,8500000.0
2023-09-04,4470000.0
2023-09-05,6500000.0
2023-09-06,1450000.0
2023-09-07,1450000.0
2023-09-08,5600000.0
2023-09-09,7000000.0
2023-09-10,1900000.0
2023-09-11,5500000.0
2023-09-12,5500000.0
2023-09-13,6500000.0
2023-09-14,6000000.0
2023-09-15,3700000.0
2023-09-16,6192000.0
2023-09-17,4500000.0
2023-09-18,6500000.0
2023-09-19,1380000.0
2023-09-20,8460000.0
2023-09-21,1150000.0
2023-09-22,1170000.0
2023-09-23,7200000.0
2023-09-24,4700000.0
2023-09-25,5000000.0
2023-09-26,6800000.0
2023-09-27,8000000.0
2023-09-28,2900000.0
2023-09-29,5200000.0
2023-09-30,5900000.0
2023-10-01,5500000.0
2023-10-02,7500000.0
2023-10-03,3700000.0
2023-10-04,1050000.0
2023-10-05,5500000.0
2023-10-06,3500000.0
2023-10-07,3300000.0
2023-10-08,7500000.0
2023-10-09,7500000.0
2023-10-10,1290000.0
2023-10-11,3800000.0
2023-10-12,6000000.0
2023-10-13,5320000.0
2023-10-14,5000000.0
2023-10-15,4500000.0
2023-10-16,7500000.0
2023-10-17,5500000.0
2023-10-18,3400000.0
2023-10-19,1750000.0
2023-10-20,7000000.0
2023-10-21,4800000.0
2023-10-22,5500000.0
2023-10-23,3500000.0
2023-10-24,1140000.0
2023-10-25,1020000.0
2023-10-26,5500000.0
2023-10-27,4250000.0
2023-10-28,7500000.0
2023-10-29,7800000.0
2023-10-30,4200000.0
2023-10-31,8500000.0
2023-11-01,9000000.0
2023-11-02,9900000.0
2023-11-03,6500000.0
2023-11-04,3600000.0
2023-11-05,8500000.0
2023-11-06,5850000.0
2023-11-07,2450000.0
2023-11-08,1500000.0
2023-11-09,7000000.0
2023-11-10,2850000.0
2023-11-11,1100000.0
2023-11-12,8000000.0
2023-11-13,8500000.0
2023-11-14,6130000.0
2023-11-15,1600000.0
2023-11-16,1400000.0
2023-11-17,3850000.0
2023-11-18,1150000.0
